"Titre de tracé : expe_inrae5"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 20254790, SEN S/N: 20254790)","Intensité, Lux (LGR S/N: 20254790, SEN S/N: 20254790)","Pile défectueuse (LGR S/N: 20254790)","Hôte connecté (LGR S/N: 20254790)","Arrêté (LGR S/N: 20254790)","Fin de fichier (LGR S/N: 20254790)"
1,07/08/24 09:00:00 PM,23.100,0.0,,,,
2,07/08/24 10:00:00 PM,23.100,0.0,,,,
3,07/08/24 11:00:00 PM,23.100,0.0,,,,
4,07/09/24 12:00:00 AM,23.004,0.0,,,,
5,07/09/24 01:00:00 AM,23.004,0.0,,,,
6,07/09/24 02:00:00 AM,23.004,0.0,,,,
7,07/09/24 03:00:00 AM,23.004,0.0,,,,
8,07/09/24 04:00:00 AM,22.908,0.0,,,,
9,07/09/24 05:00:00 AM,22.908,0.0,,,,
10,07/09/24 06:00:00 AM,22.908,0.0,,,,
11,07/09/24 07:00:00 AM,22.908,0.0,,,,
12,07/09/24 08:00:00 AM,22.908,0.0,,,,
13,07/09/24 09:00:00 AM,22.908,0.0,,,,
14,07/09/24 10:00:00 AM,23.100,0.0,,,,
15,07/09/24 11:00:00 AM,23.196,0.0,,,,
16,07/09/24 12:00:00 PM,23.292,0.0,,,,
17,07/09/24 01:00:00 PM,23.292,0.0,,,,
18,07/09/24 02:00:00 PM,23.196,0.0,,,,
19,07/09/24 03:00:00 PM,23.388,0.0,,,,
20,07/09/24 04:00:00 PM,23.677,0.0,,,,
21,07/09/24 05:00:00 PM,23.773,0.0,,,,
22,07/09/24 06:00:00 PM,23.773,0.0,,,,
23,07/09/24 07:00:00 PM,23.581,0.0,,,,
24,07/09/24 08:00:00 PM,23.484,0.0,,,,
25,07/09/24 09:00:00 PM,23.484,0.0,,,,
26,07/09/24 10:00:00 PM,23.484,0.0,,,,
27,07/09/24 11:00:00 PM,23.484,0.0,,,,
28,07/10/24 12:00:00 AM,23.484,0.0,,,,
29,07/10/24 01:00:00 AM,23.388,0.0,,,,
30,07/10/24 02:00:00 AM,23.388,0.0,,,,
31,07/10/24 03:00:00 AM,23.388,0.0,,,,
32,07/10/24 04:00:00 AM,23.388,0.0,,,,
33,07/10/24 05:00:00 AM,23.388,0.0,,,,
34,07/10/24 06:00:00 AM,23.292,0.0,,,,
35,07/10/24 07:00:00 AM,23.292,0.0,,,,
36,07/10/24 08:00:00 AM,23.292,0.0,,,,
37,07/10/24 09:00:00 AM,23.292,0.0,,,,
38,07/10/24 10:00:00 AM,23.292,0.0,,,,
39,07/10/24 11:00:00 AM,24.641,53.8,,,,
40,07/10/24 12:00:00 PM,46.850,1550.0,,,,
41,07/10/24 01:00:00 PM,46.979,2755.6,,,,
42,07/10/24 02:00:00 PM,60.502,165334.4,,,,
43,07/10/24 03:00:00 PM,65.894,198401.3,,,,
44,07/10/24 04:00:00 PM,54.206,198401.3,,,,
45,07/10/24 05:00:00 PM,44.089,3616.7,,,,
46,07/10/24 06:00:00 PM,37.165,16533.4,,,,
47,07/10/24 07:00:00 PM,32.807,11022.3,,,,
48,07/10/24 08:00:00 PM,29.053,5166.7,,,,
49,07/10/24 09:00:00 PM,26.292,1259.4,,,,
50,07/10/24 10:00:00 PM,24.448,0.0,,,,
51,07/10/24 11:00:00 PM,23.484,0.0,,,,
52,07/11/24 12:00:00 AM,22.621,0.0,,,,
53,07/11/24 01:00:00 AM,22.333,0.0,,,,
54,07/11/24 02:00:00 AM,21.760,0.0,,,,
55,07/11/24 03:00:00 AM,21.282,0.0,,,,
56,07/11/24 04:00:00 AM,20.710,0.0,,,,
57,07/11/24 05:00:00 AM,20.710,0.0,,,,
58,07/11/24 06:00:00 AM,20.138,183.0,,,,
59,07/11/24 07:00:00 AM,20.424,1550.0,,,,
60,07/11/24 08:00:00 AM,21.664,2755.6,,,,
61,07/11/24 09:00:00 AM,22.908,3961.1,,,,
62,07/11/24 10:00:00 AM,24.931,10333.4,,,,
63,07/11/24 11:00:00 AM,44.580,46844.8,,,,
64,07/11/24 12:00:00 PM,45.956,137778.7,,,,
65,07/11/24 01:00:00 PM,50.318,143289.8,,,,
66,07/11/24 02:00:00 PM,52.582,187379.0,,,,
67,07/11/24 03:00:00 PM,54.659,154312.1,,,,
68,07/11/24 04:00:00 PM,54.507,121245.2,,,,
69,07/11/24 05:00:00 PM,35.971,6200.0,,,,
70,07/11/24 06:00:00 PM,31.574,12400.1,,,,
71,07/11/24 07:00:00 PM,29.152,5166.7,,,,
72,07/11/24 08:00:00 PM,27.272,3616.7,,,,
73,07/11/24 09:00:00 PM,26.000,1022.6,,,,
74,07/11/24 10:00:00 PM,24.738,0.0,,,,
75,07/11/24 11:00:00 PM,23.773,0.0,,,,
76,07/12/24 12:00:00 AM,23.388,0.0,,,,
77,07/12/24 01:00:00 AM,22.525,0.0,,,,
78,07/12/24 02:00:00 AM,22.333,0.0,,,,
79,07/12/24 03:00:00 AM,21.473,0.0,,,,
80,07/12/24 04:00:00 AM,20.996,0.0,,,,
81,07/12/24 05:00:00 AM,20.805,0.0,,,,
82,07/12/24 06:00:00 AM,20.329,0.0,,,,
83,07/12/24 07:00:00 AM,20.043,2669.5,,,,
84,07/12/24 08:00:00 AM,20.901,9644.5,,,,
85,07/12/24 09:00:00 AM,20.996,1248.6,,,,
86,07/12/24 10:00:00 AM,21.664,2755.6,,,,
87,07/12/24 11:00:00 AM,23.773,13089.0,,,,
88,07/12/24 12:00:00 PM,27.862,49600.3,,,,
89,07/12/24 01:00:00 PM,29.352,18600.1,,,,
90,07/12/24 02:00:00 PM,31.064,18600.1,,,,
91,07/12/24 03:00:00 PM,29.652,26178.0,,,,
92,07/12/24 04:00:00 PM,29.853,26178.0,,,,
93,07/12/24 05:00:00 PM,30.963,24800.2,,,,
94,07/12/24 06:00:00 PM,27.961,2497.2,,,,
95,07/12/24 07:00:00 PM,23.292,1087.2,,,,
96,07/12/24 08:00:00 PM,22.908,3616.7,,,,
97,07/12/24 09:00:00 PM,21.760,1076.4,,,,
98,07/12/24 10:00:00 PM,20.615,0.0,,,,
99,07/12/24 11:00:00 PM,19.948,0.0,,,,
100,07/13/24 12:00:00 AM,19.662,0.0,,,,
101,07/13/24 01:00:00 AM,18.806,0.0,,,,
102,07/13/24 02:00:00 AM,18.236,0.0,,,,
103,07/13/24 03:00:00 AM,17.950,0.0,,,,
104,07/13/24 04:00:00 AM,17.570,0.0,,,,
105,07/13/24 05:00:00 AM,16.713,0.0,,,,
106,07/13/24 06:00:00 AM,16.332,226.0,,,,
107,07/13/24 07:00:00 AM,16.523,4477.8,,,,
108,07/13/24 08:00:00 AM,16.999,9644.5,,,,
109,07/13/24 09:00:00 AM,17.189,10677.8,,,,
110,07/13/24 10:00:00 AM,19.853,42711.4,,,,
111,07/13/24 11:00:00 AM,25.319,77156.1,,,,
112,07/13/24 12:00:00 PM,30.862,93689.5,,,,
113,07/13/24 01:00:00 PM,31.370,71644.9,,,,
114,07/13/24 02:00:00 PM,33.848,79911.6,,,,
115,07/13/24 03:00:00 PM,36.511,137778.7,,,,
116,07/13/24 04:00:00 PM,38.602,71644.9,,,,
117,07/13/24 05:00:00 PM,33.639,39955.8,,,,
118,07/13/24 06:00:00 PM,39.050,57867.0,,,,
119,07/13/24 07:00:00 PM,36.403,22044.6,,,,
120,07/13/24 08:00:00 PM,28.258,3444.5,,,,
121,07/13/24 09:00:00 PM,24.545,1065.6,,,,
122,07/13/24 10:00:00 PM,22.142,0.0,,,,
123,07/13/24 11:00:00 PM,20.424,0.0,,,,
124,07/14/24 12:00:00 AM,19.092,0.0,,,,
125,07/14/24 01:00:00 AM,17.950,0.0,,,,
126,07/14/24 02:00:00 AM,17.094,0.0,,,,
127,07/14/24 03:00:00 AM,16.332,0.0,,,,
128,07/14/24 04:00:00 AM,15.760,0.0,,,,
129,07/14/24 05:00:00 AM,15.187,0.0,,,,
130,07/14/24 06:00:00 AM,14.709,183.0,,,,
131,07/14/24 07:00:00 AM,14.709,1463.9,,,,
132,07/14/24 08:00:00 AM,15.282,2669.5,,,,
133,07/14/24 09:00:00 AM,16.237,4822.3,,,,
134,07/14/24 10:00:00 AM,18.140,26178.0,,,,
135,07/14/24 11:00:00 AM,39.163,42711.4,,,,
136,07/14/24 12:00:00 PM,43.723,148801.0,,,,
137,07/14/24 01:00:00 PM,45.703,30311.3,,,,
138,07/14/24 02:00:00 PM,36.946,31689.1,,,,
139,07/14/24 03:00:00 PM,34.585,21355.7,,,,
140,07/14/24 04:00:00 PM,32.704,30311.3,,,,
141,07/14/24 05:00:00 PM,29.953,7577.8,,,,
142,07/14/24 06:00:00 PM,27.764,3616.7,,,,
143,07/14/24 07:00:00 PM,25.513,64.6,,,,
144,07/14/24 08:00:00 PM,23.773,0.0,,,,
145,07/14/24 09:00:00 PM,22.525,0.0,,,,
146,07/14/24 10:00:00 PM,21.378,0.0,,,,
147,07/14/24 11:00:00 PM,20.424,0.0,,,,
148,07/15/24 12:00:00 AM,19.567,0.0,,,,
149,07/15/24 01:00:00 AM,18.996,0.0,,,,
150,07/15/24 02:00:00 AM,18.521,0.0,,,,
151,07/15/24 03:00:00 AM,18.045,0.0,,,,
152,07/15/24 04:00:00 AM,17.855,936.5,,,,
153,07/15/24 05:00:00 AM,18.236,2325.0,,,,
154,07/15/24 06:00:00 AM,19.282,3961.1,,,,
155,07/15/24 07:00:00 AM,20.615,7233.4,,,,
156,07/15/24 08:00:00 AM,33.848,115734.1,,,,
157,07/15/24 09:00:00 AM,41.341,137778.7,,,,
158,07/15/24 10:00:00 AM,46.465,143289.8,,,,
159,07/15/24 11:00:00 AM,49.768,143289.8,,,,
160,07/15/24 12:00:00 PM,51.295,137778.7,,,,
161,07/15/24 01:00:00 PM,50.874,115734.1,,,,
162,07/15/24 02:00:00 PM,49.496,93689.5,,,,
163,07/15/24 03:00:00 PM,40.876,26178.0,,,,
164,07/15/24 04:00:00 PM,36.728,11711.2,,,,
165,07/15/24 05:00:00 PM,32.086,5166.7,,,,
166,07/15/24 06:00:00 PM,29.652,764.2,,,,
167,07/15/24 07:00:00 PM,27.961,86.1,,,,
168,07/15/24 08:00:00 PM,26.390,0.0,,,,
169,07/15/24 09:00:00 PM,25.708,0.0,,,,
170,07/15/24 10:00:00 PM,24.931,0.0,,,,
171,07/15/24 11:00:00 PM,24.351,0.0,,,,
172,07/16/24 12:00:00 AM,23.292,0.0,,,,
173,07/16/24 01:00:00 AM,22.621,0.0,,,,
174,07/16/24 02:00:00 AM,22.429,0.0,,,,
175,07/16/24 03:00:00 AM,21.760,0.0,,,,
176,07/16/24 04:00:00 AM,21.187,753.5,,,,
177,07/16/24 05:00:00 AM,21.664,3961.1,,,,
178,07/16/24 06:00:00 AM,23.292,7577.8,,,,
179,07/16/24 07:00:00 AM,24.351,10677.8,,,,
180,07/16/24 08:00:00 AM,34.585,110223.0,,,,
181,07/16/24 09:00:00 AM,40.761,110223.0,,,,
182,07/16/24 10:00:00 AM,41.108,93689.5,,,,
183,07/16/24 11:00:00 AM,48.421,143289.8,,,,
184,07/16/24 12:00:00 PM,45.703,137778.7,,,,
185,07/16/24 01:00:00 PM,43.844,121245.2,,,,
186,07/16/24 02:00:00 PM,46.337,104711.8,,,,
187,07/16/24 03:00:00 PM,41.575,26178.0,,,,
188,07/16/24 04:00:00 PM,41.225,34444.7,,,,
189,07/16/24 05:00:00 PM,34.374,9300.1,,,,
190,07/16/24 06:00:00 PM,29.752,1894.5,,,,
191,07/16/24 07:00:00 PM,26.195,43.1,,,,
192,07/16/24 08:00:00 PM,24.931,0.0,,,,
193,07/16/24 09:00:00 PM,23.100,0.0,,,,
194,07/16/24 10:00:00 PM,22.717,0.0,,,,
195,07/16/24 11:00:00 PM,21.760,0.0,,,,
196,07/17/24 12:00:00 AM,20.710,0.0,,,,
197,07/17/24 01:00:00 AM,19.472,0.0,,,,
198,07/17/24 02:00:00 AM,19.377,0.0,,,,
199,07/17/24 03:00:00 AM,17.760,0.0,,,,
200,07/17/24 04:00:00 AM,16.903,925.7,,,,
201,07/17/24 05:00:00 AM,16.999,2755.6,,,,
202,07/17/24 06:00:00 AM,17.760,4305.6,,,,
203,07/17/24 07:00:00 AM,19.187,6200.0,,,,
204,07/17/24 08:00:00 AM,32.086,115734.1,,,,
205,07/17/24 09:00:00 AM,35.328,93689.5,,,,
206,07/17/24 10:00:00 AM,42.164,143289.8,,,,
207,07/17/24 11:00:00 AM,49.360,148801.0,,,,
208,07/17/24 12:00:00 PM,51.578,137778.7,,,,
209,07/17/24 01:00:00 PM,50.456,121245.2,,,,
210,07/17/24 02:00:00 PM,48.821,88178.4,,,,
211,07/17/24 03:00:00 PM,46.979,57867.0,,,,
212,07/17/24 04:00:00 PM,44.334,27555.7,,,,
213,07/17/24 05:00:00 PM,34.268,4305.6,,,,
214,07/17/24 06:00:00 PM,29.352,1550.0,,,,
215,07/17/24 07:00:00 PM,25.902,53.8,,,,
216,07/17/24 08:00:00 PM,23.773,0.0,,,,
217,07/17/24 09:00:00 PM,22.333,0.0,,,,
218,07/17/24 10:00:00 PM,21.282,0.0,,,,
219,07/17/24 11:00:00 PM,20.234,0.0,,,,
220,07/18/24 12:00:00 AM,19.377,0.0,,,,
221,07/18/24 01:00:00 AM,18.616,0.0,,,,
222,07/18/24 02:00:00 AM,17.855,0.0,,,,
223,07/18/24 03:00:00 AM,17.284,0.0,,,,
224,07/18/24 04:00:00 AM,16.903,925.7,,,,
225,07/18/24 05:00:00 AM,17.189,2325.0,,,,
226,07/18/24 06:00:00 AM,18.045,3788.9,,,,
227,07/18/24 07:00:00 AM,19.377,5511.1,,,,
228,07/18/24 08:00:00 AM,32.497,115734.1,,,,
229,07/18/24 09:00:00 AM,37.274,63378.2,,,,
230,07/18/24 10:00:00 AM,43.118,137778.7,,,,
231,07/18/24 11:00:00 AM,50.318,148801.0,,,,
232,07/18/24 12:00:00 PM,52.293,132267.5,,,,
233,07/18/24 01:00:00 PM,52.006,110223.0,,,,
234,07/18/24 02:00:00 PM,50.042,82667.2,,,,
235,07/18/24 03:00:00 PM,47.892,52355.9,,,,
236,07/18/24 04:00:00 PM,45.956,22044.6,,,,
237,07/18/24 05:00:00 PM,35.649,4650.0,,,,
238,07/18/24 06:00:00 PM,30.760,1636.1,,,,
239,07/18/24 07:00:00 PM,27.370,43.1,,,,
240,07/18/24 08:00:00 PM,25.028,0.0,,,,
241,07/18/24 09:00:00 PM,23.292,0.0,,,,
242,07/18/24 10:00:00 PM,22.046,0.0,,,,
243,07/18/24 11:00:00 PM,20.901,0.0,,,,
244,07/19/24 12:00:00 AM,19.948,0.0,,,,
245,07/19/24 01:00:00 AM,19.187,0.0,,,,
246,07/19/24 02:00:00 AM,18.521,0.0,,,,
247,07/19/24 03:00:00 AM,18.045,0.0,,,,
248,07/19/24 04:00:00 AM,17.570,871.9,,,,
249,07/19/24 05:00:00 AM,18.331,3100.0,,,,
250,07/19/24 06:00:00 AM,18.901,3961.1,,,,
251,07/19/24 07:00:00 AM,20.615,7233.4,,,,
252,07/19/24 08:00:00 AM,34.268,143289.8,,,,
253,07/19/24 09:00:00 AM,31.370,22044.6,,,,
254,07/19/24 10:00:00 AM,33.014,33066.9,,,,
255,07/19/24 11:00:00 AM,29.252,4477.8,,,,
256,07/19/24 12:00:00 PM,28.258,10677.8,,,,
257,07/19/24 01:00:00 PM,29.352,26178.0,,,,
258,07/19/24 02:00:00 PM,28.754,11711.2,,,,
259,07/19/24 03:00:00 PM,28.655,18600.1,,,,
260,07/19/24 04:00:00 PM,38.938,28933.5,,,,
261,07/19/24 05:00:00 PM,30.255,5166.7,,,,
262,07/19/24 06:00:00 PM,25.708,936.5,,,,
263,07/19/24 07:00:00 PM,23.292,32.3,,,,
264,07/19/24 08:00:00 PM,21.569,0.0,,,,
265,07/19/24 09:00:00 PM,20.424,0.0,,,,
266,07/19/24 10:00:00 PM,19.472,0.0,,,,
267,07/19/24 11:00:00 PM,18.711,0.0,,,,
268,07/20/24 12:00:00 AM,18.045,0.0,,,,
269,07/20/24 01:00:00 AM,17.475,0.0,,,,
270,07/20/24 02:00:00 AM,16.903,0.0,,,,
271,07/20/24 03:00:00 AM,16.427,0.0,,,,
272,07/20/24 04:00:00 AM,16.237,753.5,,,,
273,07/20/24 05:00:00 AM,16.618,2152.8,,,,
274,07/20/24 06:00:00 AM,17.665,3616.7,,,,
275,07/20/24 07:00:00 AM,18.996,5338.9,,,,
276,07/20/24 08:00:00 AM,31.064,121245.2,,,,
277,07/20/24 09:00:00 AM,38.602,63378.2,,,,
278,07/20/24 10:00:00 AM,42.401,121245.2,,,,
279,07/20/24 11:00:00 AM,51.154,148801.0,,,,
280,07/20/24 12:00:00 PM,53.461,137778.7,,,,
281,07/20/24 01:00:00 PM,53.166,115734.1,,,,
282,07/20/24 02:00:00 PM,51.014,79911.6,,,,
283,07/20/24 03:00:00 PM,47.629,46844.8,,,,
284,07/20/24 04:00:00 PM,41.575,23422.4,,,,
285,07/20/24 05:00:00 PM,34.691,10333.4,,,,
286,07/20/24 06:00:00 PM,30.862,2755.6,,,,
287,07/20/24 07:00:00 PM,27.862,10.8,,,,
288,07/20/24 08:00:00 PM,26.292,0.0,,,,
289,07/20/24 09:00:00 PM,24.545,0.0,,,,
290,07/20/24 10:00:00 PM,23.292,0.0,,,,
291,07/20/24 11:00:00 PM,22.238,0.0,,,,
292,07/21/24 12:00:00 AM,22.238,0.0,,,,
293,07/21/24 01:00:00 AM,21.951,0.0,,,,
294,07/21/24 02:00:00 AM,21.091,0.0,,,,
295,07/21/24 03:00:00 AM,20.996,0.0,,,,
296,07/21/24 04:00:00 AM,20.615,1044.1,,,,
297,07/21/24 05:00:00 AM,22.142,5511.1,,,,
298,07/21/24 06:00:00 AM,20.710,925.7,,,,
299,07/21/24 07:00:00 AM,21.187,4994.5,,,,
300,07/21/24 08:00:00 AM,22.429,10333.4,,,,
301,07/21/24 09:00:00 AM,25.125,12400.1,,,,
302,07/21/24 10:00:00 AM,29.152,35822.5,,,,
303,07/21/24 11:00:00 AM,31.370,46844.8,,,,
304,07/21/24 12:00:00 PM,32.291,41333.6,,,,
305,07/21/24 01:00:00 PM,28.853,30311.3,,,,
306,07/21/24 02:00:00 PM,26.879,11711.2,,,,
307,07/21/24 03:00:00 PM,27.075,7233.4,,,,
308,07/21/24 04:00:00 PM,26.000,14466.8,,,,
309,07/21/24 05:00:00 PM,24.545,6544.5,,,,
310,07/21/24 06:00:00 PM,23.966,2755.6,,,,
311,07/21/24 07:00:00 PM,21.855,43.1,,,,
312,07/21/24 08:00:00 PM,21.378,0.0,,,,
313,07/21/24 09:00:00 PM,20.615,0.0,,,,
314,07/21/24 10:00:00 PM,20.043,0.0,,,,
315,07/21/24 11:00:00 PM,19.948,0.0,,,,
316,07/22/24 12:00:00 AM,19.758,0.0,,,,
317,07/22/24 01:00:00 AM,19.567,0.0,,,,
318,07/22/24 02:00:00 AM,19.472,0.0,,,,
319,07/22/24 03:00:00 AM,19.187,0.0,,,,
320,07/22/24 04:00:00 AM,19.187,484.4,,,,
321,07/22/24 05:00:00 AM,19.662,2411.1,,,,
322,07/22/24 06:00:00 AM,20.138,4133.4,,,,
323,07/22/24 07:00:00 AM,23.196,24800.2,,,,
324,07/22/24 08:00:00 AM,29.552,37200.2,,,,
325,07/22/24 09:00:00 AM,29.053,28933.5,,,,
326,07/22/24 10:00:00 AM,41.225,82667.2,,,,
327,07/22/24 11:00:00 AM,46.850,154312.1,,,,
328,07/22/24 12:00:00 PM,43.238,44089.2,,,,
329,07/22/24 01:00:00 PM,36.403,34444.7,,,,
330,07/22/24 02:00:00 PM,35.756,39955.8,,,,
331,07/22/24 03:00:00 PM,35.542,19289.0,,,,
332,07/22/24 04:00:00 PM,36.620,19289.0,,,,
333,07/22/24 05:00:00 PM,30.659,12400.1,,,,
334,07/22/24 06:00:00 PM,27.468,1377.8,,,,
335,07/22/24 07:00:00 PM,25.319,53.8,,,,
336,07/22/24 08:00:00 PM,23.484,0.0,,,,
337,07/22/24 09:00:00 PM,22.142,0.0,,,,
338,07/22/24 10:00:00 PM,21.378,0.0,,,,
339,07/22/24 11:00:00 PM,20.996,0.0,,,,
340,07/23/24 12:00:00 AM,20.996,0.0,,,,
341,07/23/24 01:00:00 AM,20.805,0.0,,,,
342,07/23/24 02:00:00 AM,20.615,0.0,,,,
343,07/23/24 03:00:00 AM,20.424,0.0,,,,
344,07/23/24 04:00:00 AM,20.138,807.3,,,,
345,07/23/24 05:00:00 AM,19.567,4305.6,,,,
346,07/23/24 06:00:00 AM,19.662,3788.9,,,,
347,07/23/24 07:00:00 AM,20.519,5511.1,,,,
348,07/23/24 08:00:00 AM,32.086,110223.0,,,,
349,07/23/24 09:00:00 AM,41.810,115734.1,,,,
350,07/23/24 10:00:00 AM,41.692,57867.0,,,,
351,07/23/24 11:00:00 AM,47.892,110223.0,,,,
352,07/23/24 12:00:00 PM,50.318,137778.7,,,,
353,07/23/24 01:00:00 PM,50.318,115734.1,,,,
354,07/23/24 02:00:00 PM,43.359,44089.2,,,,
355,07/23/24 03:00:00 PM,44.457,55111.5,,,,
356,07/23/24 04:00:00 PM,43.359,22044.6,,,,
357,07/23/24 05:00:00 PM,34.163,5511.1,,,,
358,07/23/24 06:00:00 PM,29.452,3100.0,,,,
359,07/23/24 07:00:00 PM,26.781,43.1,,,,
360,07/23/24 08:00:00 PM,24.545,0.0,,,,
361,07/23/24 09:00:00 PM,23.004,0.0,,,,
362,07/23/24 10:00:00 PM,21.951,0.0,,,,
363,07/23/24 11:00:00 PM,21.091,0.0,,,,
364,07/24/24 12:00:00 AM,21.473,0.0,,,,
365,07/24/24 01:00:00 AM,21.091,0.0,,,,
366,07/24/24 02:00:00 AM,20.043,0.0,,,,
367,07/24/24 03:00:00 AM,19.092,0.0,,,,
368,07/24/24 04:00:00 AM,18.901,1022.6,,,,
369,07/24/24 05:00:00 AM,19.758,5166.7,,,,
370,07/24/24 06:00:00 AM,20.901,7577.8,,,,
371,07/24/24 07:00:00 AM,26.488,30311.3,,,,
372,07/24/24 08:00:00 AM,32.600,79911.6,,,,
373,07/24/24 09:00:00 AM,44.211,148801.0,,,,
374,07/24/24 10:00:00 AM,44.952,63378.2,,,,
375,07/24/24 11:00:00 AM,50.180,148801.0,,,,
376,07/24/24 12:00:00 PM,49.632,137778.7,,,,
377,07/24/24 01:00:00 PM,49.090,115734.1,,,,
378,07/24/24 02:00:00 PM,43.844,52355.9,,,,
379,07/24/24 03:00:00 PM,43.723,55111.5,,,,
380,07/24/24 04:00:00 PM,41.810,22044.6,,,,
381,07/24/24 05:00:00 PM,32.911,5166.7,,,,
382,07/24/24 06:00:00 PM,28.357,1980.6,,,,
383,07/24/24 07:00:00 PM,25.222,21.5,,,,
384,07/24/24 08:00:00 PM,23.388,0.0,,,,
385,07/24/24 09:00:00 PM,21.951,0.0,,,,
386,07/24/24 10:00:00 PM,20.615,0.0,,,,
387,07/24/24 11:00:00 PM,19.758,0.0,,,,
388,07/25/24 12:00:00 AM,18.901,0.0,,,,
389,07/25/24 01:00:00 AM,18.045,0.0,,,,
390,07/25/24 02:00:00 AM,17.760,0.0,,,,
391,07/25/24 03:00:00 AM,16.808,0.0,,,,
392,07/25/24 04:00:00 AM,16.332,581.3,,,,
393,07/25/24 05:00:00 AM,16.523,2152.8,,,,
394,07/25/24 06:00:00 AM,17.570,3961.1,,,,
395,07/25/24 07:00:00 AM,18.996,5511.1,,,,
396,07/25/24 08:00:00 AM,28.853,63378.2,,,,
397,07/25/24 09:00:00 AM,41.575,137778.7,,,,
398,07/25/24 10:00:00 AM,43.723,57867.0,,,,
399,07/25/24 11:00:00 AM,46.979,143289.8,,,,
400,07/25/24 12:00:00 PM,49.496,126756.4,,,,
401,07/25/24 01:00:00 PM,49.905,110223.0,,,,
402,07/25/24 02:00:00 PM,46.337,34444.7,,,,
403,07/25/24 03:00:00 PM,45.201,49600.3,,,,
404,07/25/24 04:00:00 PM,43.723,20666.8,,,,
405,07/25/24 05:00:00 PM,36.079,11022.3,,,,
406,07/25/24 06:00:00 PM,31.676,3961.1,,,,
407,07/25/24 07:00:00 PM,28.655,10.8,,,,
408,07/25/24 08:00:00 PM,26.488,0.0,,,,
409,07/25/24 09:00:00 PM,24.545,0.0,,,,
410,07/25/24 10:00:00 PM,23.388,0.0,,,,
411,07/25/24 11:00:00 PM,22.238,0.0,,,,
412,07/26/24 12:00:00 AM,21.282,0.0,,,,
413,07/26/24 01:00:00 AM,20.138,0.0,,,,
414,07/26/24 02:00:00 AM,19.377,0.0,,,,
415,07/26/24 03:00:00 AM,18.806,0.0,,,,
416,07/26/24 04:00:00 AM,18.331,656.6,,,,
417,07/26/24 05:00:00 AM,18.616,2583.4,,,,
418,07/26/24 06:00:00 AM,19.662,3961.1,,,,
419,07/26/24 07:00:00 AM,20.901,5166.7,,,,
420,07/26/24 08:00:00 AM,29.853,46844.8,,,,
421,07/26/24 09:00:00 AM,44.334,137778.7,,,,
422,07/26/24 10:00:00 AM,47.238,93689.5,,,,
423,07/26/24 11:00:00 AM,49.360,137778.7,,,,
424,07/26/24 12:00:00 PM,52.006,132267.5,,,,
425,07/26/24 01:00:00 PM,51.863,110223.0,,,,
426,07/26/24 02:00:00 PM,47.760,34444.7,,,,
427,07/26/24 03:00:00 PM,46.850,49600.3,,,,
428,07/26/24 04:00:00 PM,44.704,19289.0,,,,
429,07/26/24 05:00:00 PM,35.542,4305.6,,,,
430,07/26/24 06:00:00 PM,31.064,1463.9,,,,
431,07/26/24 07:00:00 PM,28.060,0.0,,,,
432,07/26/24 08:00:00 PM,26.195,0.0,,,,
433,07/26/24 09:00:00 PM,24.835,0.0,,,,
434,07/26/24 10:00:00 PM,23.773,0.0,,,,
435,07/26/24 11:00:00 PM,22.812,0.0,,,,
436,07/27/24 12:00:00 AM,21.760,0.0,,,,
437,07/27/24 01:00:00 AM,20.996,0.0,,,,
438,07/27/24 02:00:00 AM,20.234,0.0,,,,
439,07/27/24 03:00:00 AM,19.662,0.0,,,,
440,07/27/24 04:00:00 AM,19.282,570.5,,,,
441,07/27/24 05:00:00 AM,19.567,2066.7,,,,
442,07/27/24 06:00:00 AM,20.424,3616.7,,,,
443,07/27/24 07:00:00 AM,21.855,5166.7,,,,
444,07/27/24 08:00:00 AM,29.853,44089.2,,,,
445,07/27/24 09:00:00 AM,44.089,132267.5,,,,
446,07/27/24 10:00:00 AM,48.955,154312.1,,,,
447,07/27/24 11:00:00 AM,49.768,132267.5,,,,
448,07/27/24 12:00:00 PM,52.006,132267.5,,,,
449,07/27/24 01:00:00 PM,49.768,110223.0,,,,
450,07/27/24 02:00:00 PM,45.452,52355.9,,,,
451,07/27/24 03:00:00 PM,44.457,52355.9,,,,
452,07/27/24 04:00:00 PM,44.580,19977.9,,,,
453,07/27/24 05:00:00 PM,35.222,6544.5,,,,
454,07/27/24 06:00:00 PM,31.472,2411.1,,,,
455,07/27/24 07:00:00 PM,28.754,0.0,,,,
456,07/27/24 08:00:00 PM,27.075,0.0,,,,
457,07/27/24 09:00:00 PM,25.610,0.0,,,,
458,07/27/24 10:00:00 PM,24.545,0.0,,,,
459,07/27/24 11:00:00 PM,23.773,0.0,,,,
460,07/28/24 12:00:00 AM,22.812,0.0,,,,
461,07/28/24 01:00:00 AM,21.951,0.0,,,,
462,07/28/24 02:00:00 AM,21.187,0.0,,,,
463,07/28/24 03:00:00 AM,20.710,0.0,,,,
464,07/28/24 04:00:00 AM,20.234,559.7,,,,
465,07/28/24 05:00:00 AM,20.329,2497.2,,,,
466,07/28/24 06:00:00 AM,21.378,4477.8,,,,
467,07/28/24 07:00:00 AM,22.908,6200.0,,,,
