"Titre de tracé : expe_inrae4"
"#","Date Heure, GMT+02:00","Temp., °C (LGR S/N: 20254784, SEN S/N: 20254784)","Intensité, Lux (LGR S/N: 20254784, SEN S/N: 20254784)","Coupleur attaché (LGR S/N: 20254784)","Coupleur détaché (LGR S/N: 20254784)","Hôte connecté (LGR S/N: 20254784)","Arrêté (LGR S/N: 20254784)","Fin de fichier (LGR S/N: 20254784)"
1087,08/23/24 03:00:00 AM,17.284,0.0,,,,,
1088,08/23/24 04:00:00 AM,16.903,0.0,,,,,
1089,08/23/24 05:00:00 AM,16.523,0.0,,,,,
1090,08/23/24 06:00:00 AM,16.141,0.0,,,,,
1091,08/23/24 07:00:00 AM,15.855,333.7,,,,,
1092,08/23/24 08:00:00 AM,16.141,1463.9,,,,,
1093,08/23/24 09:00:00 AM,17.094,2755.6,,,,,
1094,08/23/24 10:00:00 AM,18.236,4133.4,,,,,
1095,08/23/24 11:00:00 AM,22.812,13089.0,,,,,
1096,08/23/24 12:00:00 PM,31.370,44089.2,,,,,
1097,08/23/24 01:00:00 PM,45.076,143289.8,,,,,
1098,08/23/24 02:00:00 PM,41.458,82667.2,,,,,
1099,08/23/24 03:00:00 PM,45.577,104711.8,,,,,
1100,08/23/24 04:00:00 PM,41.575,77156.1,,,,,
1101,08/23/24 05:00:00 PM,34.163,31689.1,,,,,
1102,08/23/24 06:00:00 PM,35.971,22044.6,,,,,
1103,08/23/24 07:00:00 PM,30.963,3444.5,,,,,
1104,08/23/24 08:00:00 PM,27.567,979.5,,,,,
1105,08/23/24 09:00:00 PM,25.222,0.0,,,,,
1106,08/23/24 10:00:00 PM,23.581,0.0,,,,,
1107,08/23/24 11:00:00 PM,22.238,0.0,,,,,
1108,08/24/24 12:00:00 AM,21.187,0.0,,,,,
1109,08/24/24 01:00:00 AM,20.234,0.0,,,,,
1110,08/24/24 02:00:00 AM,19.472,0.0,,,,,
1111,08/24/24 03:00:00 AM,18.806,0.0,,,,,
1112,08/24/24 04:00:00 AM,18.140,0.0,,,,,
1113,08/24/24 05:00:00 AM,17.665,0.0,,,,,
1114,08/24/24 06:00:00 AM,17.284,0.0,,,,,
1115,08/24/24 07:00:00 AM,16.999,355.2,,,,,
1116,08/24/24 08:00:00 AM,17.189,1894.5,,,,,
1117,08/24/24 09:00:00 AM,18.331,3100.0,,,,,
1118,08/24/24 10:00:00 AM,19.662,4822.3,,,,,
1119,08/24/24 11:00:00 AM,24.351,14466.8,,,,,
1120,08/24/24 12:00:00 PM,32.394,35822.5,,,,,
1121,08/24/24 01:00:00 PM,44.704,132267.5,,,,,
1122,08/24/24 02:00:00 PM,42.282,82667.2,,,,,
1123,08/24/24 03:00:00 PM,46.593,104711.8,,,,,
1124,08/24/24 04:00:00 PM,42.520,49600.3,,,,,
1125,08/24/24 05:00:00 PM,39.615,30311.3,,,,,
1126,08/24/24 06:00:00 PM,38.268,21355.7,,,,,
1127,08/24/24 07:00:00 PM,33.326,4133.4,,,,,
1128,08/24/24 08:00:00 PM,29.652,1324.0,,,,,
1129,08/24/24 09:00:00 PM,27.075,0.0,,,,,
1130,08/24/24 10:00:00 PM,25.708,0.0,,,,,
1131,08/24/24 11:00:00 PM,24.641,0.0,,,,,
1132,08/25/24 12:00:00 AM,23.677,0.0,,,,,
1133,08/25/24 01:00:00 AM,23.004,0.0,,,,,
1134,08/25/24 02:00:00 AM,22.812,0.0,,,,,
1135,08/25/24 03:00:00 AM,22.046,0.0,,,,,
1136,08/25/24 04:00:00 AM,21.091,0.0,,,,,
1137,08/25/24 05:00:00 AM,20.615,0.0,,,,,
1138,08/25/24 06:00:00 AM,19.567,0.0,,,,,
1139,08/25/24 07:00:00 AM,19.377,32.3,,,,,
1140,08/25/24 08:00:00 AM,18.901,333.7,,,,,
1141,08/25/24 09:00:00 AM,19.092,914.9,,,,,
1142,08/25/24 10:00:00 AM,19.282,3272.2,,,,,
1143,08/25/24 11:00:00 AM,20.234,8611.2,,,,,
1144,08/25/24 12:00:00 PM,21.855,12400.1,,,,,
1145,08/25/24 01:00:00 PM,24.448,19289.0,,,,,
1146,08/25/24 02:00:00 PM,24.351,14466.8,,,,,
1147,08/25/24 03:00:00 PM,25.319,15844.5,,,,,
1148,08/25/24 04:00:00 PM,24.738,15155.7,,,,,
1149,08/25/24 05:00:00 PM,24.641,13777.9,,,,,
1150,08/25/24 06:00:00 PM,24.545,9300.1,,,,,
1151,08/25/24 07:00:00 PM,22.429,2583.4,,,,,
1152,08/25/24 08:00:00 PM,20.996,527.4,,,,,
1153,08/25/24 09:00:00 PM,20.234,0.0,,,,,
1154,08/25/24 10:00:00 PM,19.662,0.0,,,,,
1155,08/25/24 11:00:00 PM,19.377,0.0,,,,,
1156,08/26/24 12:00:00 AM,18.996,0.0,,,,,
1157,08/26/24 01:00:00 AM,18.426,0.0,,,,,
1158,08/26/24 02:00:00 AM,18.331,0.0,,,,,
1159,08/26/24 03:00:00 AM,18.140,0.0,,,,,
1160,08/26/24 04:00:00 AM,17.950,0.0,,,,,
1161,08/26/24 05:00:00 AM,17.665,0.0,,,,,
1162,08/26/24 06:00:00 AM,17.475,0.0,,,,,
1163,08/26/24 07:00:00 AM,17.284,172.2,,,,,
1164,08/26/24 08:00:00 AM,17.665,2755.6,,,,,
1165,08/26/24 09:00:00 AM,18.806,5511.1,,,,,
1166,08/26/24 10:00:00 AM,20.996,11711.2,,,,,
1167,08/26/24 11:00:00 AM,22.238,16533.4,,,,,
1168,08/26/24 12:00:00 PM,24.738,20666.8,,,,,
1169,08/26/24 01:00:00 PM,27.173,28933.5,,,,,
1170,08/26/24 02:00:00 PM,28.555,30311.3,,,,,
1171,08/26/24 03:00:00 PM,31.370,35822.5,,,,,
1172,08/26/24 04:00:00 PM,33.014,39955.8,,,,,
1173,08/26/24 05:00:00 PM,30.862,17911.2,,,,,
1174,08/26/24 06:00:00 PM,28.258,6544.5,,,,,
1175,08/26/24 07:00:00 PM,26.195,7577.8,,,,,
1176,08/26/24 08:00:00 PM,24.255,2238.9,,,,,
1177,08/26/24 09:00:00 PM,21.951,0.0,,,,,
1178,08/26/24 10:00:00 PM,20.043,0.0,,,,,
1179,08/26/24 11:00:00 PM,18.901,0.0,,,,,
1180,08/27/24 12:00:00 AM,18.045,0.0,,,,,
1181,08/27/24 01:00:00 AM,17.284,0.0,,,,,
1182,08/27/24 02:00:00 AM,16.618,0.0,,,,,
1183,08/27/24 03:00:00 AM,16.046,0.0,,,,,
1184,08/27/24 04:00:00 AM,15.569,0.0,,,,,
1185,08/27/24 05:00:00 AM,15.187,0.0,,,,,
1186,08/27/24 06:00:00 AM,14.804,0.0,,,,,
1187,08/27/24 07:00:00 AM,14.517,236.8,,,,,
1188,08/27/24 08:00:00 AM,14.900,1463.9,,,,,
1189,08/27/24 09:00:00 AM,16.046,2583.4,,,,,
1190,08/27/24 10:00:00 AM,17.094,4305.6,,,,,
1191,08/27/24 11:00:00 AM,19.948,9300.1,,,,,
1192,08/27/24 12:00:00 PM,32.086,71644.9,,,,,
1193,08/27/24 01:00:00 PM,42.878,126756.4,,,,,
1194,08/27/24 02:00:00 PM,39.389,79911.6,,,,,
1195,08/27/24 03:00:00 PM,42.282,55111.5,,,,,
1196,08/27/24 04:00:00 PM,39.502,46844.8,,,,,
1197,08/27/24 05:00:00 PM,36.837,28933.5,,,,,
1198,08/27/24 06:00:00 PM,34.903,19289.0,,,,,
1199,08/27/24 07:00:00 PM,29.953,5166.7,,,,,
1200,08/27/24 08:00:00 PM,26.781,764.2,,,,,
1201,08/27/24 09:00:00 PM,24.545,0.0,,,,,
1202,08/27/24 10:00:00 PM,23.196,0.0,,,,,
1203,08/27/24 11:00:00 PM,22.429,0.0,,,,,
1204,08/28/24 12:00:00 AM,21.855,0.0,,,,,
1205,08/28/24 01:00:00 AM,20.996,0.0,,,,,
1206,08/28/24 02:00:00 AM,19.948,0.0,,,,,
1207,08/28/24 03:00:00 AM,19.187,0.0,,,,,
1208,08/28/24 04:00:00 AM,18.521,0.0,,,,,
1209,08/28/24 05:00:00 AM,18.045,0.0,,,,,
1210,08/28/24 06:00:00 AM,17.665,0.0,,,,,
1211,08/28/24 07:00:00 AM,17.284,215.3,,,,,
1212,08/28/24 08:00:00 AM,17.475,1302.4,,,,,
1213,08/28/24 09:00:00 AM,18.521,2411.1,,,,,
1214,08/28/24 10:00:00 AM,19.472,4477.8,,,,,
1215,08/28/24 11:00:00 AM,22.238,8611.2,,,,,
1216,08/28/24 12:00:00 PM,34.585,74400.5,,,,,
1217,08/28/24 01:00:00 PM,44.089,126756.4,,,,,
1218,08/28/24 02:00:00 PM,41.458,79911.6,,,,,
1219,08/28/24 03:00:00 PM,43.966,55111.5,,,,,
1220,08/28/24 04:00:00 PM,41.458,55111.5,,,,,
1221,08/28/24 05:00:00 PM,38.379,27555.7,,,,,
1222,08/28/24 06:00:00 PM,36.511,19289.0,,,,,
1223,08/28/24 07:00:00 PM,30.963,3444.5,,,,,
1224,08/28/24 08:00:00 PM,27.961,904.2,,,,,
1225,08/28/24 09:00:00 PM,25.708,0.0,,,,,
1226,08/28/24 10:00:00 PM,24.641,0.0,,,,,
1227,08/28/24 11:00:00 PM,23.388,0.0,,,,,
1228,08/29/24 12:00:00 AM,22.333,0.0,,,,,
1229,08/29/24 01:00:00 AM,21.473,0.0,,,,,
1230,08/29/24 02:00:00 AM,20.901,0.0,,,,,
1231,08/29/24 03:00:00 AM,20.234,0.0,,,,,
1232,08/29/24 04:00:00 AM,19.758,0.0,,,,,
1233,08/29/24 05:00:00 AM,19.282,0.0,,,,,
1234,08/29/24 06:00:00 AM,18.806,0.0,,,,,
1235,08/29/24 07:00:00 AM,18.521,204.5,,,,,
1236,08/29/24 08:00:00 AM,18.711,1550.0,,,,,
1237,08/29/24 09:00:00 AM,19.853,3100.0,,,,,
1238,08/29/24 10:00:00 AM,21.282,5511.1,,,,,
1239,08/29/24 11:00:00 AM,23.869,9300.1,,,,,
1240,08/29/24 12:00:00 PM,36.187,68889.3,,,,,
1241,08/29/24 01:00:00 PM,45.577,104711.8,,,,,
1242,08/29/24 02:00:00 PM,44.089,82667.2,,,,,
1243,08/29/24 03:00:00 PM,49.225,104711.8,,,,,
1244,08/29/24 04:00:00 PM,48.155,99200.7,,,,,
1245,08/29/24 05:00:00 PM,44.580,60622.6,,,,,
1246,08/29/24 06:00:00 PM,39.389,5511.1,,,,,
1247,08/29/24 07:00:00 PM,32.086,4477.8,,,,,
1248,08/29/24 08:00:00 PM,28.853,366.0,,,,,
1249,08/29/24 09:00:00 PM,26.488,0.0,,,,,
1250,08/29/24 10:00:00 PM,24.835,0.0,,,,,
1251,08/29/24 11:00:00 PM,23.581,0.0,,,,,
1252,08/30/24 12:00:00 AM,22.621,0.0,,,,,
1253,08/30/24 01:00:00 AM,21.855,0.0,,,,,
1254,08/30/24 02:00:00 AM,21.091,0.0,,,,,
1255,08/30/24 03:00:00 AM,20.615,0.0,,,,,
1256,08/30/24 04:00:00 AM,20.138,0.0,,,,,
1257,08/30/24 05:00:00 AM,19.662,0.0,,,,,
1258,08/30/24 06:00:00 AM,19.282,0.0,,,,,
1259,08/30/24 07:00:00 AM,18.996,366.0,,,,,
1260,08/30/24 08:00:00 AM,19.758,3788.9,,,,,
1261,08/30/24 09:00:00 AM,20.996,3961.1,,,,,
1262,08/30/24 10:00:00 AM,22.333,5511.1,,,,,
1263,08/30/24 11:00:00 AM,24.835,9644.5,,,,,
1264,08/30/24 12:00:00 PM,36.295,57867.0,,,,,
1265,08/30/24 01:00:00 PM,39.957,46844.8,,,,,
1266,08/30/24 02:00:00 PM,40.761,52355.9,,,,,
1267,08/30/24 03:00:00 PM,48.821,93689.5,,,,,
1268,08/30/24 04:00:00 PM,48.421,99200.7,,,,,
1269,08/30/24 05:00:00 PM,43.118,63378.2,,,,,
1270,08/30/24 06:00:00 PM,39.050,12400.1,,,,,
1271,08/30/24 07:00:00 PM,33.118,5338.9,,,,,
1272,08/30/24 08:00:00 PM,29.652,1087.2,,,,,
1273,08/30/24 09:00:00 PM,27.173,0.0,,,,,
1274,08/30/24 10:00:00 PM,25.708,0.0,,,,,
1275,08/30/24 11:00:00 PM,24.545,0.0,,,,,
1276,08/31/24 12:00:00 AM,23.677,0.0,,,,,
1277,08/31/24 01:00:00 AM,23.196,0.0,,,,,
1278,08/31/24 02:00:00 AM,22.621,0.0,,,,,
1279,08/31/24 03:00:00 AM,22.333,0.0,,,,,
1280,08/31/24 04:00:00 AM,21.760,0.0,,,,,
1281,08/31/24 05:00:00 AM,20.996,0.0,,,,,
1282,08/31/24 06:00:00 AM,20.424,0.0,,,,,
1283,08/31/24 07:00:00 AM,19.948,118.4,,,,,
1284,08/31/24 08:00:00 AM,20.043,1636.1,,,,,
1285,08/31/24 09:00:00 AM,21.187,3444.5,,,,,
1286,08/31/24 10:00:00 AM,22.908,6200.0,,,,,
1287,08/31/24 11:00:00 AM,25.708,10677.8,,,,,
1288,08/31/24 12:00:00 PM,36.511,44089.2,,,,,
1289,08/31/24 01:00:00 PM,47.892,126756.4,,,,,
1290,08/31/24 02:00:00 PM,42.520,55111.5,,,,,
1291,08/31/24 03:00:00 PM,49.090,115734.1,,,,,
1292,08/31/24 04:00:00 PM,47.368,37200.2,,,,,
1293,08/31/24 05:00:00 PM,43.359,57867.0,,,,,
1294,08/31/24 06:00:00 PM,41.928,24800.2,,,,,
1295,08/31/24 07:00:00 PM,32.911,5166.7,,,,,
1296,08/31/24 08:00:00 PM,29.752,1205.6,,,,,
1297,08/31/24 09:00:00 PM,26.683,0.0,,,,,
1298,08/31/24 10:00:00 PM,25.028,0.0,,,,,
1299,08/31/24 11:00:00 PM,23.677,0.0,,,,,
1300,09/01/24 12:00:00 AM,22.621,0.0,,,,,
1301,09/01/24 01:00:00 AM,21.664,0.0,,,,,
1302,09/01/24 02:00:00 AM,20.901,0.0,,,,,
1303,09/01/24 03:00:00 AM,20.138,0.0,,,,,
1304,09/01/24 04:00:00 AM,19.472,0.0,,,,,
1305,09/01/24 05:00:00 AM,18.806,0.0,,,,,
1306,09/01/24 06:00:00 AM,18.901,0.0,,,,,
1307,09/01/24 07:00:00 AM,19.092,118.4,,,,,
1308,09/01/24 08:00:00 AM,19.758,4305.6,,,,,
1309,09/01/24 09:00:00 AM,20.519,3788.9,,,,,
1310,09/01/24 10:00:00 AM,22.046,5166.7,,,,,
1311,09/01/24 11:00:00 AM,24.545,10677.8,,,,,
1312,09/01/24 12:00:00 PM,31.983,35822.5,,,,,
1313,09/01/24 01:00:00 PM,44.952,110223.0,,,,,
1314,09/01/24 02:00:00 PM,41.928,85422.8,,,,,
1315,09/01/24 03:00:00 PM,49.090,110223.0,,,,,
1316,09/01/24 04:00:00 PM,46.979,28933.5,,,,,
1317,09/01/24 05:00:00 PM,36.837,5338.9,,,,,
1318,09/01/24 06:00:00 PM,19.853,107.6,,,,,
1319,09/01/24 07:00:00 PM,20.519,301.4,,,,,
1320,09/01/24 08:00:00 PM,20.805,290.6,,,,,
1321,09/01/24 09:00:00 PM,20.424,0.0,,,,,
1322,09/01/24 10:00:00 PM,20.138,0.0,,,,,
1323,09/01/24 11:00:00 PM,19.853,0.0,,,,,
1324,09/02/24 12:00:00 AM,19.662,0.0,,,,,
1325,09/02/24 01:00:00 AM,19.567,0.0,,,,,
1326,09/02/24 02:00:00 AM,19.472,0.0,,,,,
1327,09/02/24 03:00:00 AM,19.377,0.0,,,,,
1328,09/02/24 04:00:00 AM,19.187,0.0,,,,,
1329,09/02/24 05:00:00 AM,18.806,0.0,,,,,
1330,09/02/24 06:00:00 AM,18.616,0.0,,,,,
1331,09/02/24 07:00:00 AM,18.426,86.1,,,,,
1332,09/02/24 08:00:00 AM,18.711,2152.8,,,,,
1333,09/02/24 09:00:00 AM,20.424,8611.2,,,,,
1334,09/02/24 10:00:00 AM,21.378,5511.1,,,,,
1335,09/02/24 11:00:00 AM,24.062,22044.6,,,,,
1336,09/02/24 12:00:00 PM,27.468,24800.2,,,,,
1337,09/02/24 01:00:00 PM,30.356,39955.8,,,,,
1338,09/02/24 02:00:00 PM,39.050,99200.7,,,,,
1339,09/02/24 03:00:00 PM,45.326,132267.5,,,,,
1340,09/02/24 04:00:00 PM,44.334,104711.8,,,,,
1341,09/02/24 05:00:00 PM,39.615,34444.7,,,,,
1342,09/02/24 06:00:00 PM,34.691,28933.5,,,,,
1343,09/02/24 07:00:00 PM,29.552,4305.6,,,,,
1344,09/02/24 08:00:00 PM,27.075,925.7,,,,,
1345,09/02/24 09:00:00 PM,24.835,0.0,,,,,
1346,09/02/24 10:00:00 PM,23.388,0.0,,,,,
1347,09/02/24 11:00:00 PM,22.812,0.0,,,,,
1348,09/03/24 12:00:00 AM,21.855,0.0,,,,,
1349,09/03/24 01:00:00 AM,21.282,0.0,,,,,
1350,09/03/24 02:00:00 AM,20.615,0.0,,,,,
1351,09/03/24 03:00:00 AM,19.472,0.0,,,,,
1352,09/03/24 04:00:00 AM,18.711,0.0,,,,,
1353,09/03/24 05:00:00 AM,18.616,0.0,,,,,
1354,09/03/24 06:00:00 AM,18.236,0.0,,,,,
1355,09/03/24 07:00:00 AM,18.045,150.7,,,,,
1356,09/03/24 08:00:00 AM,18.521,3100.0,,,,,
1357,09/03/24 09:00:00 AM,19.948,4305.6,,,,,
1358,09/03/24 10:00:00 AM,23.581,14466.8,,,,,
1359,09/03/24 11:00:00 AM,25.902,14466.8,,,,,
1360,09/03/24 12:00:00 PM,33.535,41333.6,,,,,
1361,09/03/24 01:00:00 PM,43.601,104711.8,,,,,
1362,09/03/24 02:00:00 PM,41.575,85422.8,,,,,
1363,09/03/24 03:00:00 PM,48.155,137778.7,,,,,
1364,09/03/24 04:00:00 PM,43.966,88178.4,,,,,
1365,09/03/24 05:00:00 PM,41.341,35822.5,,,,,
1366,09/03/24 06:00:00 PM,35.971,6544.5,,,,,
1367,09/03/24 07:00:00 PM,30.154,6544.5,,,,,
1368,09/03/24 08:00:00 PM,27.370,344.4,,,,,
1369,09/03/24 09:00:00 PM,23.966,0.0,,,,,
1370,09/03/24 10:00:00 PM,22.525,0.0,,,,,
1371,09/03/24 11:00:00 PM,22.046,0.0,,,,,
1372,09/04/24 12:00:00 AM,21.664,0.0,,,,,
1373,09/04/24 01:00:00 AM,21.282,0.0,,,,,
1374,09/04/24 02:00:00 AM,21.091,0.0,,,,,
1375,09/04/24 03:00:00 AM,20.901,0.0,,,,,
1376,09/04/24 04:00:00 AM,20.424,0.0,,,,,
1377,09/04/24 05:00:00 AM,20.234,0.0,,,,,
1378,09/04/24 06:00:00 AM,20.138,0.0,,,,,
1379,09/04/24 07:00:00 AM,19.758,107.6,,,,,
1380,09/04/24 08:00:00 AM,19.948,1722.2,,,,,
1381,09/04/24 09:00:00 AM,20.710,5166.7,,,,,
1382,09/04/24 10:00:00 AM,22.238,8611.2,,,,,
1383,09/04/24 11:00:00 AM,23.677,17911.2,,,,,
1384,09/04/24 12:00:00 PM,24.351,12400.1,,,,,
1385,09/04/24 01:00:00 PM,31.983,57867.0,,,,,
1386,09/04/24 02:00:00 PM,28.357,10677.8,,,,,
1387,09/04/24 03:00:00 PM,25.222,17911.2,,,,,
1388,09/04/24 04:00:00 PM,25.513,20666.8,,,,,
1389,09/04/24 05:00:00 PM,25.222,15155.7,,,,,
1390,09/04/24 06:00:00 PM,24.931,10677.8,,,,,
1391,09/04/24 07:00:00 PM,24.255,3961.1,,,,,
1392,09/04/24 08:00:00 PM,21.664,258.3,,,,,
1393,09/04/24 09:00:00 PM,20.805,0.0,,,,,
1394,09/04/24 10:00:00 PM,20.138,0.0,,,,,
1395,09/04/24 11:00:00 PM,19.662,0.0,,,,,
1396,09/05/24 12:00:00 AM,19.567,0.0,,,,,
1397,09/05/24 01:00:00 AM,19.567,0.0,,,,,
1398,09/05/24 02:00:00 AM,19.282,0.0,,,,,
1399,09/05/24 03:00:00 AM,19.187,0.0,,,,,
1400,09/05/24 04:00:00 AM,19.187,0.0,,,,,
1401,09/05/24 05:00:00 AM,19.092,0.0,,,,,
1402,09/05/24 06:00:00 AM,18.996,0.0,,,,,
1403,09/05/24 07:00:00 AM,18.616,10.8,,,,,
1404,09/05/24 08:00:00 AM,18.236,1097.9,,,,,
1405,09/05/24 09:00:00 AM,18.331,2152.8,,,,,
1406,09/05/24 10:00:00 AM,17.475,1980.6,,,,,
1407,09/05/24 11:00:00 AM,17.855,4650.0,,,,,
1408,09/05/24 12:00:00 PM,19.472,14466.8,,,,,
1409,09/05/24 01:00:00 PM,21.569,21355.7,,,,,
1410,09/05/24 02:00:00 PM,24.641,20666.8,,,,,
1411,09/05/24 03:00:00 PM,26.000,23422.4,,,,,
1412,09/05/24 04:00:00 PM,24.062,16533.4,,,,,
1413,09/05/24 05:00:00 PM,26.390,18600.1,,,,,
1414,09/05/24 06:00:00 PM,22.525,4822.3,,,,,
1415,09/05/24 07:00:00 PM,21.282,3100.0,,,,,
1416,09/05/24 08:00:00 PM,19.662,430.6,,,,,
1417,09/05/24 09:00:00 PM,18.331,0.0,,,,,
1418,09/05/24 10:00:00 PM,16.999,0.0,,,,,
1419,09/05/24 11:00:00 PM,16.618,0.0,,,,,
1420,09/06/24 12:00:00 AM,16.427,0.0,,,,,
1421,09/06/24 01:00:00 AM,15.855,0.0,,,,,
1422,09/06/24 02:00:00 AM,15.282,0.0,,,,,
1423,09/06/24 03:00:00 AM,15.091,0.0,,,,,
1424,09/06/24 04:00:00 AM,14.804,0.0,,,,,
1425,09/06/24 05:00:00 AM,14.613,0.0,,,,,
1426,09/06/24 06:00:00 AM,14.230,0.0,,,,,
1427,09/06/24 07:00:00 AM,14.134,129.2,,,,,
1428,09/06/24 08:00:00 AM,13.942,764.2,,,,,
1429,09/06/24 09:00:00 AM,14.900,1808.3,,,,,
1430,09/06/24 10:00:00 AM,16.141,3272.2,,,,,
1431,09/06/24 11:00:00 AM,17.189,3616.7,,,,,
1432,09/06/24 12:00:00 PM,30.659,79911.6,,,,,
1433,09/06/24 01:00:00 PM,38.714,121245.2,,,,,
1434,09/06/24 02:00:00 PM,36.079,66133.8,,,,,
1435,09/06/24 03:00:00 PM,37.055,52355.9,,,,,
1436,09/06/24 04:00:00 PM,34.163,24800.2,,,,,
1437,09/06/24 05:00:00 PM,34.585,17222.3,,,,,
1438,09/06/24 06:00:00 PM,34.796,12400.1,,,,,
1439,09/06/24 07:00:00 PM,26.781,2325.0,,,,,
1440,09/06/24 08:00:00 PM,23.484,247.6,,,,,
1441,09/06/24 09:00:00 PM,21.473,0.0,,,,,
1442,09/06/24 10:00:00 PM,20.138,0.0,,,,,
1443,09/06/24 11:00:00 PM,19.092,0.0,,,,,
1444,09/07/24 12:00:00 AM,18.426,0.0,,,,,
1445,09/07/24 01:00:00 AM,17.760,0.0,,,,,
1446,09/07/24 02:00:00 AM,17.284,0.0,,,,,
1447,09/07/24 03:00:00 AM,16.808,0.0,,,,,
1448,09/07/24 04:00:00 AM,16.523,0.0,,,,,
1449,09/07/24 05:00:00 AM,16.237,0.0,,,,,
1450,09/07/24 06:00:00 AM,15.855,0.0,,,,,
1451,09/07/24 07:00:00 AM,15.473,96.9,,,,,
1452,09/07/24 08:00:00 AM,15.664,1259.4,,,,,
1453,09/07/24 09:00:00 AM,16.903,4822.3,,,,,
1454,09/07/24 10:00:00 AM,18.806,8266.7,,,,,
1455,09/07/24 11:00:00 AM,19.472,6200.0,,,,,
1456,09/07/24 12:00:00 PM,32.291,74400.5,,,,,
1457,09/07/24 01:00:00 PM,38.938,99200.7,,,,,
1458,09/07/24 02:00:00 PM,39.957,85422.8,,,,,
1459,09/07/24 03:00:00 PM,43.359,121245.2,,,,,
1460,09/07/24 04:00:00 PM,42.520,68889.3,,,,,
1461,09/07/24 05:00:00 PM,39.615,27555.7,,,,,
1462,09/07/24 06:00:00 PM,35.649,11022.3,,,,,
1463,09/07/24 07:00:00 PM,28.953,1980.6,,,,,
1464,09/07/24 08:00:00 PM,25.708,139.9,,,,,
1465,09/07/24 09:00:00 PM,24.062,0.0,,,,,
1466,09/07/24 10:00:00 PM,23.292,0.0,,,,,
1467,09/07/24 11:00:00 PM,22.621,0.0,,,,,
1468,09/08/24 12:00:00 AM,21.760,0.0,,,,,
1469,09/08/24 01:00:00 AM,21.378,0.0,,,,,
1470,09/08/24 02:00:00 AM,20.996,0.0,,,,,
1471,09/08/24 03:00:00 AM,20.234,0.0,,,,,
1472,09/08/24 04:00:00 AM,19.567,0.0,,,,,
1473,09/08/24 05:00:00 AM,19.282,0.0,,,,,
1474,09/08/24 06:00:00 AM,18.996,0.0,,,,,
1475,09/08/24 07:00:00 AM,18.236,10.8,,,,,
1476,09/08/24 08:00:00 AM,18.236,1097.9,,,,,
1477,09/08/24 09:00:00 AM,18.140,807.3,,,,,
1478,09/08/24 10:00:00 AM,18.140,2669.5,,,,,
1479,09/08/24 11:00:00 AM,19.187,6200.0,,,,,
1480,09/08/24 12:00:00 PM,20.901,12400.1,,,,,
1481,09/08/24 01:00:00 PM,21.187,14466.8,,,,,
1482,09/08/24 02:00:00 PM,22.429,9300.1,,,,,
1483,09/08/24 03:00:00 PM,22.525,7577.8,,,,,
1484,09/08/24 04:00:00 PM,21.569,12400.1,,,,,
1485,09/08/24 05:00:00 PM,23.100,16533.4,,,,,
1486,09/08/24 06:00:00 PM,21.473,1808.3,,,,,
1487,09/08/24 07:00:00 PM,19.472,850.4,,,,,
1488,09/08/24 08:00:00 PM,19.377,10.8,,,,,
1489,09/08/24 09:00:00 PM,18.901,0.0,,,,,
1490,09/08/24 10:00:00 PM,18.045,0.0,,,,,
1491,09/08/24 11:00:00 PM,17.665,0.0,,,,,
1492,09/09/24 12:00:00 AM,17.379,0.0,,,,,
1493,09/09/24 01:00:00 AM,17.189,0.0,,,,,
1494,09/09/24 02:00:00 AM,16.713,0.0,,,,,
1495,09/09/24 03:00:00 AM,16.332,0.0,,,,,
1496,09/09/24 04:00:00 AM,16.427,0.0,,,,,
1497,09/09/24 05:00:00 AM,16.332,0.0,,,,,
1498,09/09/24 06:00:00 AM,16.237,0.0,,,,,
1499,09/09/24 07:00:00 AM,16.046,32.3,,,,,
1500,09/09/24 08:00:00 AM,16.046,1054.9,,,,,
1501,09/09/24 09:00:00 AM,16.046,1894.5,,,,,
1502,09/09/24 10:00:00 AM,16.427,5338.9,,,,,
1503,09/09/24 11:00:00 AM,16.427,3961.1,,,,,
1504,09/09/24 12:00:00 PM,16.808,7233.4,,,,,
1505,09/09/24 01:00:00 PM,17.855,7577.8,,,,,
1506,09/09/24 02:00:00 PM,18.616,11022.3,,,,,
1507,09/09/24 03:00:00 PM,19.187,14466.8,,,,,
1508,09/09/24 04:00:00 PM,19.567,3100.0,,,,,
1509,09/09/24 05:00:00 PM,18.901,5166.7,,,,,
1510,09/09/24 06:00:00 PM,18.331,3444.5,,,,,
1511,09/09/24 07:00:00 PM,17.665,1227.1,,,,,
1512,09/09/24 08:00:00 PM,17.094,32.3,,,,,
1513,09/09/24 09:00:00 PM,16.808,0.0,,,,,
1514,09/09/24 10:00:00 PM,16.713,0.0,,,,,
1515,09/09/24 11:00:00 PM,16.523,0.0,,,,,
1516,09/10/24 12:00:00 AM,16.427,0.0,,,,,
1517,09/10/24 01:00:00 AM,16.237,0.0,,,,,
1518,09/10/24 02:00:00 AM,16.141,0.0,,,,,
1519,09/10/24 03:00:00 AM,15.951,0.0,,,,,
1520,09/10/24 04:00:00 AM,15.760,0.0,,,,,
1521,09/10/24 05:00:00 AM,15.760,0.0,,,,,
1522,09/10/24 06:00:00 AM,15.664,0.0,,,,,
1523,09/10/24 07:00:00 AM,15.569,21.5,,,,,
1524,09/10/24 08:00:00 AM,15.760,2238.9,,,,,
